epoch,hr,seed_split,seed_model,feature,rank
30s,1,890,18,hourofday,1
30s,1,890,18,age,2
30s,1,890,18,acc_mean,3
30s,1,890,18,acc_q1,4
30s,1,890,18,acc_q2,5
30s,1,890,18,acc_sd,6
30s,1,890,18,sex,7
30s,1,890,18,temp_sd,8
30s,1,890,18,acc_q3,9
30s,1,890,18,hr_sd,10
30s,1,890,18,eda_cat,11
30s,1,890,18,hr_q3,12
30s,1,890,18,temp_q1,13
30s,1,890,18,hr_mean,14
30s,1,890,18,hr_q1,15
30s,1,890,18,temp_mean,16
30s,1,890,18,temp_q3,17
30s,1,890,18,temp_q2,18
30s,1,890,18,hr_q2,19
30s,1,9818,18,hourofday,1
30s,1,9818,18,age,2
30s,1,9818,18,acc_q1,3
30s,1,9818,18,acc_q2,4
30s,1,9818,18,sex,5
30s,1,9818,18,acc_sd,6
30s,1,9818,18,temp_sd,7
30s,1,9818,18,acc_mean,8
30s,1,9818,18,acc_q3,9
30s,1,9818,18,hr_sd,10
30s,1,9818,18,eda_cat,11
30s,1,9818,18,hr_mean,12
30s,1,9818,18,temp_q3,13
30s,1,9818,18,hr_q3,14
30s,1,9818,18,temp_q1,15
30s,1,9818,18,temp_mean,16
30s,1,9818,18,hr_q2,17
30s,1,9818,18,temp_q2,18
30s,1,9818,18,hr_q1,19
30s,1,7,18,hourofday,1
30s,1,7,18,age,2
30s,1,7,18,acc_q2,3
30s,1,7,18,acc_sd,4
30s,1,7,18,acc_mean,5
30s,1,7,18,acc_q1,6
30s,1,7,18,temp_sd,7
30s,1,7,18,sex,8
30s,1,7,18,acc_q3,9
30s,1,7,18,hr_sd,10
30s,1,7,18,eda_cat,11
30s,1,7,18,hr_q3,12
30s,1,7,18,temp_q3,13
30s,1,7,18,hr_mean,14
30s,1,7,18,temp_q1,15
30s,1,7,18,temp_mean,16
30s,1,7,18,temp_q2,17
30s,1,7,18,hr_q1,18
30s,1,7,18,hr_q2,19
30s,1,155,18,hourofday,1
30s,1,155,18,age,2
30s,1,155,18,acc_q1,3
30s,1,155,18,acc_mean,4
30s,1,155,18,acc_sd,5
30s,1,155,18,temp_sd,6
30s,1,155,18,acc_q2,7
30s,1,155,18,acc_q3,8
30s,1,155,18,sex,9
30s,1,155,18,hr_sd,10
30s,1,155,18,eda_cat,11
30s,1,155,18,hr_q3,12
30s,1,155,18,temp_q3,13
30s,1,155,18,temp_q1,14
30s,1,155,18,hr_mean,15
30s,1,155,18,hr_q1,16
30s,1,155,18,temp_q2,17
30s,1,155,18,temp_mean,18
30s,1,155,18,hr_q2,19
30s,1,642,18,hourofday,1
30s,1,642,18,age,2
30s,1,642,18,acc_q1,3
30s,1,642,18,temp_sd,4
30s,1,642,18,acc_sd,5
30s,1,642,18,acc_q2,6
30s,1,642,18,acc_mean,7
30s,1,642,18,sex,8
30s,1,642,18,acc_q3,9
30s,1,642,18,hr_sd,10
30s,1,642,18,eda_cat,11
30s,1,642,18,temp_q3,12
30s,1,642,18,hr_q3,13
30s,1,642,18,temp_q1,14
30s,1,642,18,temp_mean,15
30s,1,642,18,hr_mean,16
30s,1,642,18,temp_q2,17
30s,1,642,18,hr_q2,18
30s,1,642,18,hr_q1,19
30s,1,890,29,hourofday,1
30s,1,890,29,age,2
30s,1,890,29,acc_q1,3
30s,1,890,29,acc_mean,4
30s,1,890,29,acc_sd,5
30s,1,890,29,acc_q2,6
30s,1,890,29,temp_sd,7
30s,1,890,29,sex,8
30s,1,890,29,acc_q3,9
30s,1,890,29,hr_sd,10
30s,1,890,29,eda_cat,11
30s,1,890,29,hr_q3,12
30s,1,890,29,temp_q3,13
30s,1,890,29,hr_mean,14
30s,1,890,29,temp_q1,15
30s,1,890,29,temp_mean,16
30s,1,890,29,temp_q2,17
30s,1,890,29,hr_q1,18
30s,1,890,29,hr_q2,19
30s,1,9818,29,hourofday,1
30s,1,9818,29,age,2
30s,1,9818,29,acc_sd,3
30s,1,9818,29,sex,4
30s,1,9818,29,acc_q2,5
30s,1,9818,29,acc_q1,6
30s,1,9818,29,temp_sd,7
30s,1,9818,29,acc_mean,8
30s,1,9818,29,acc_q3,9
30s,1,9818,29,hr_sd,10
30s,1,9818,29,eda_cat,11
30s,1,9818,29,hr_q3,12
30s,1,9818,29,hr_mean,13
30s,1,9818,29,temp_q3,14
30s,1,9818,29,temp_mean,15
30s,1,9818,29,temp_q2,16
30s,1,9818,29,temp_q1,17
30s,1,9818,29,hr_q1,18
30s,1,9818,29,hr_q2,19
30s,1,7,29,hourofday,1
30s,1,7,29,age,2
30s,1,7,29,acc_q1,3
30s,1,7,29,temp_sd,4
30s,1,7,29,acc_sd,5
30s,1,7,29,acc_mean,6
30s,1,7,29,acc_q2,7
30s,1,7,29,sex,8
30s,1,7,29,acc_q3,9
30s,1,7,29,hr_sd,10
30s,1,7,29,eda_cat,11
30s,1,7,29,hr_q3,12
30s,1,7,29,hr_mean,13
30s,1,7,29,temp_q3,14
30s,1,7,29,hr_q1,15
30s,1,7,29,temp_mean,16
30s,1,7,29,temp_q2,17
30s,1,7,29,temp_q1,18
30s,1,7,29,hr_q2,19
30s,1,155,29,hourofday,1
30s,1,155,29,age,2
30s,1,155,29,acc_q1,3
30s,1,155,29,acc_mean,4
30s,1,155,29,acc_q2,5
30s,1,155,29,temp_sd,6
30s,1,155,29,acc_q3,7
30s,1,155,29,acc_sd,8
30s,1,155,29,sex,9
30s,1,155,29,hr_sd,10
30s,1,155,29,eda_cat,11
30s,1,155,29,temp_q1,12
30s,1,155,29,hr_mean,13
30s,1,155,29,temp_q3,14
30s,1,155,29,hr_q3,15
30s,1,155,29,hr_q1,16
30s,1,155,29,temp_mean,17
30s,1,155,29,hr_q2,18
30s,1,155,29,temp_q2,19
30s,1,642,29,hourofday,1
30s,1,642,29,age,2
30s,1,642,29,acc_mean,3
30s,1,642,29,acc_q1,4
30s,1,642,29,acc_sd,5
30s,1,642,29,temp_sd,6
30s,1,642,29,acc_q2,7
30s,1,642,29,sex,8
30s,1,642,29,acc_q3,9
30s,1,642,29,hr_sd,10
30s,1,642,29,eda_cat,11
30s,1,642,29,hr_q3,12
30s,1,642,29,temp_q3,13
30s,1,642,29,temp_q1,14
30s,1,642,29,hr_mean,15
30s,1,642,29,temp_q2,16
30s,1,642,29,temp_mean,17
30s,1,642,29,hr_q1,18
30s,1,642,29,hr_q2,19
30s,1,890,1349,hourofday,1
30s,1,890,1349,age,2
30s,1,890,1349,acc_q1,3
30s,1,890,1349,acc_sd,4
30s,1,890,1349,acc_mean,5
30s,1,890,1349,acc_q2,6
30s,1,890,1349,sex,7
30s,1,890,1349,temp_sd,8
30s,1,890,1349,acc_q3,9
30s,1,890,1349,hr_sd,10
30s,1,890,1349,eda_cat,11
30s,1,890,1349,hr_q3,12
30s,1,890,1349,temp_q3,13
30s,1,890,1349,temp_q1,14
30s,1,890,1349,hr_mean,15
30s,1,890,1349,temp_mean,16
30s,1,890,1349,temp_q2,17
30s,1,890,1349,hr_q1,18
30s,1,890,1349,hr_q2,19
30s,1,9818,1349,hourofday,1
30s,1,9818,1349,age,2
30s,1,9818,1349,acc_q1,3
30s,1,9818,1349,temp_sd,4
30s,1,9818,1349,sex,5
30s,1,9818,1349,acc_sd,6
30s,1,9818,1349,acc_mean,7
30s,1,9818,1349,acc_q2,8
30s,1,9818,1349,acc_q3,9
30s,1,9818,1349,hr_sd,10
30s,1,9818,1349,eda_cat,11
30s,1,9818,1349,hr_q3,12
30s,1,9818,1349,temp_q3,13
30s,1,9818,1349,temp_q1,14
30s,1,9818,1349,hr_mean,15
30s,1,9818,1349,hr_q1,16
30s,1,9818,1349,temp_q2,17
30s,1,9818,1349,temp_mean,18
30s,1,9818,1349,hr_q2,19
30s,1,7,1349,hourofday,1
30s,1,7,1349,age,2
30s,1,7,1349,acc_sd,3
30s,1,7,1349,acc_q2,4
30s,1,7,1349,acc_q1,5
30s,1,7,1349,acc_mean,6
30s,1,7,1349,temp_sd,7
30s,1,7,1349,acc_q3,8
30s,1,7,1349,sex,9
30s,1,7,1349,hr_sd,10
30s,1,7,1349,eda_cat,11
30s,1,7,1349,hr_q3,12
30s,1,7,1349,temp_q3,13
30s,1,7,1349,hr_mean,14
30s,1,7,1349,temp_q1,15
30s,1,7,1349,temp_q2,16
30s,1,7,1349,hr_q1,17
30s,1,7,1349,temp_mean,18
30s,1,7,1349,hr_q2,19
30s,1,155,1349,hourofday,1
30s,1,155,1349,age,2
30s,1,155,1349,acc_q1,3
30s,1,155,1349,acc_mean,4
30s,1,155,1349,temp_sd,5
30s,1,155,1349,acc_sd,6
30s,1,155,1349,acc_q2,7
30s,1,155,1349,acc_q3,8
30s,1,155,1349,sex,9
30s,1,155,1349,hr_sd,10
30s,1,155,1349,eda_cat,11
30s,1,155,1349,hr_mean,12
30s,1,155,1349,temp_q3,13
30s,1,155,1349,hr_q3,14
30s,1,155,1349,temp_q1,15
30s,1,155,1349,temp_mean,16
30s,1,155,1349,temp_q2,17
30s,1,155,1349,hr_q1,18
30s,1,155,1349,hr_q2,19
30s,1,642,1349,hourofday,1
30s,1,642,1349,age,2
30s,1,642,1349,acc_q1,3
30s,1,642,1349,acc_mean,4
30s,1,642,1349,acc_sd,5
30s,1,642,1349,temp_sd,6
30s,1,642,1349,acc_q2,7
30s,1,642,1349,sex,8
30s,1,642,1349,acc_q3,9
30s,1,642,1349,hr_sd,10
30s,1,642,1349,eda_cat,11
30s,1,642,1349,hr_q3,12
30s,1,642,1349,temp_q1,13
30s,1,642,1349,temp_q2,14
30s,1,642,1349,hr_mean,15
30s,1,642,1349,temp_mean,16
30s,1,642,1349,temp_q3,17
30s,1,642,1349,hr_q1,18
30s,1,642,1349,hr_q2,19
30s,1,890,246,hourofday,1
30s,1,890,246,age,2
30s,1,890,246,acc_q1,3
30s,1,890,246,acc_mean,4
30s,1,890,246,acc_sd,5
30s,1,890,246,acc_q2,6
30s,1,890,246,temp_sd,7
30s,1,890,246,acc_q3,8
30s,1,890,246,sex,9
30s,1,890,246,hr_sd,10
30s,1,890,246,eda_cat,11
30s,1,890,246,hr_q3,12
30s,1,890,246,temp_q3,13
30s,1,890,246,hr_mean,14
30s,1,890,246,temp_mean,15
30s,1,890,246,temp_q2,16
30s,1,890,246,temp_q1,17
30s,1,890,246,hr_q1,18
30s,1,890,246,hr_q2,19
30s,1,9818,246,hourofday,1
30s,1,9818,246,age,2
30s,1,9818,246,acc_q1,3
30s,1,9818,246,temp_sd,4
30s,1,9818,246,acc_q2,5
30s,1,9818,246,sex,6
30s,1,9818,246,acc_mean,7
30s,1,9818,246,acc_sd,8
30s,1,9818,246,acc_q3,9
30s,1,9818,246,eda_cat,10
30s,1,9818,246,hr_sd,11
30s,1,9818,246,hr_mean,12
30s,1,9818,246,hr_q3,13
30s,1,9818,246,temp_q3,14
30s,1,9818,246,temp_q2,15
30s,1,9818,246,hr_q1,16
30s,1,9818,246,temp_q1,17
30s,1,9818,246,temp_mean,18
30s,1,9818,246,hr_q2,19
30s,1,7,246,hourofday,1
30s,1,7,246,age,2
30s,1,7,246,acc_sd,3
30s,1,7,246,acc_q1,4
30s,1,7,246,acc_q2,5
30s,1,7,246,temp_sd,6
30s,1,7,246,acc_mean,7
30s,1,7,246,sex,8
30s,1,7,246,acc_q3,9
30s,1,7,246,hr_sd,10
30s,1,7,246,eda_cat,11
30s,1,7,246,hr_q3,12
30s,1,7,246,temp_q3,13
30s,1,7,246,hr_mean,14
30s,1,7,246,temp_q1,15
30s,1,7,246,temp_mean,16
30s,1,7,246,temp_q2,17
30s,1,7,246,hr_q1,18
30s,1,7,246,hr_q2,19
30s,1,155,246,hourofday,1
30s,1,155,246,age,2
30s,1,155,246,acc_q1,3
30s,1,155,246,temp_sd,4
30s,1,155,246,acc_sd,5
30s,1,155,246,acc_mean,6
30s,1,155,246,acc_q2,7
30s,1,155,246,sex,8
30s,1,155,246,acc_q3,9
30s,1,155,246,hr_sd,10
30s,1,155,246,eda_cat,11
30s,1,155,246,hr_mean,12
30s,1,155,246,temp_q3,13
30s,1,155,246,hr_q3,14
30s,1,155,246,temp_q1,15
30s,1,155,246,hr_q1,16
30s,1,155,246,temp_q2,17
30s,1,155,246,temp_mean,18
30s,1,155,246,hr_q2,19
30s,1,642,246,hourofday,1
30s,1,642,246,age,2
30s,1,642,246,acc_q1,3
30s,1,642,246,acc_mean,4
30s,1,642,246,acc_sd,5
30s,1,642,246,temp_sd,6
30s,1,642,246,acc_q2,7
30s,1,642,246,acc_q3,8
30s,1,642,246,sex,9
30s,1,642,246,hr_sd,10
30s,1,642,246,eda_cat,11
30s,1,642,246,temp_q1,12
30s,1,642,246,hr_mean,13
30s,1,642,246,hr_q3,14
30s,1,642,246,temp_mean,15
30s,1,642,246,temp_q3,16
30s,1,642,246,hr_q1,17
30s,1,642,246,temp_q2,18
30s,1,642,246,hr_q2,19
30s,1,890,904,hourofday,1
30s,1,890,904,age,2
30s,1,890,904,acc_q1,3
30s,1,890,904,acc_sd,4
30s,1,890,904,acc_mean,5
30s,1,890,904,acc_q2,6
30s,1,890,904,temp_sd,7
30s,1,890,904,sex,8
30s,1,890,904,hr_sd,9
30s,1,890,904,acc_q3,10
30s,1,890,904,eda_cat,11
30s,1,890,904,temp_q3,12
30s,1,890,904,hr_q3,13
30s,1,890,904,hr_mean,14
30s,1,890,904,hr_q1,15
30s,1,890,904,temp_mean,16
30s,1,890,904,temp_q1,17
30s,1,890,904,temp_q2,18
30s,1,890,904,hr_q2,19
30s,1,9818,904,hourofday,1
30s,1,9818,904,age,2
30s,1,9818,904,acc_q1,3
30s,1,9818,904,acc_mean,4
30s,1,9818,904,acc_q2,5
30s,1,9818,904,acc_sd,6
30s,1,9818,904,sex,7
30s,1,9818,904,temp_sd,8
30s,1,9818,904,acc_q3,9
30s,1,9818,904,hr_sd,10
30s,1,9818,904,eda_cat,11
30s,1,9818,904,hr_q3,12
30s,1,9818,904,temp_q3,13
30s,1,9818,904,hr_mean,14
30s,1,9818,904,temp_q1,15
30s,1,9818,904,temp_mean,16
30s,1,9818,904,temp_q2,17
30s,1,9818,904,hr_q1,18
30s,1,9818,904,hr_q2,19
30s,1,7,904,hourofday,1
30s,1,7,904,age,2
30s,1,7,904,acc_sd,3
30s,1,7,904,acc_q1,4
30s,1,7,904,acc_mean,5
30s,1,7,904,temp_sd,6
30s,1,7,904,acc_q2,7
30s,1,7,904,sex,8
30s,1,7,904,acc_q3,9
30s,1,7,904,hr_sd,10
30s,1,7,904,eda_cat,11
30s,1,7,904,hr_q3,12
30s,1,7,904,hr_mean,13
30s,1,7,904,temp_q3,14
30s,1,7,904,hr_q1,15
30s,1,7,904,temp_q2,16
30s,1,7,904,temp_mean,17
30s,1,7,904,temp_q1,18
30s,1,7,904,hr_q2,19
30s,1,155,904,hourofday,1
30s,1,155,904,age,2
30s,1,155,904,acc_q1,3
30s,1,155,904,acc_sd,4
30s,1,155,904,acc_mean,5
30s,1,155,904,acc_q2,6
30s,1,155,904,temp_sd,7
30s,1,155,904,acc_q3,8
30s,1,155,904,sex,9
30s,1,155,904,hr_sd,10
30s,1,155,904,eda_cat,11
30s,1,155,904,hr_mean,12
30s,1,155,904,hr_q3,13
30s,1,155,904,temp_q3,14
30s,1,155,904,hr_q1,15
30s,1,155,904,temp_q1,16
30s,1,155,904,temp_q2,17
30s,1,155,904,temp_mean,18
30s,1,155,904,hr_q2,19
30s,1,642,904,hourofday,1
30s,1,642,904,age,2
30s,1,642,904,acc_q1,3
30s,1,642,904,acc_mean,4
30s,1,642,904,temp_sd,5
30s,1,642,904,acc_q2,6
30s,1,642,904,acc_sd,7
30s,1,642,904,sex,8
30s,1,642,904,acc_q3,9
30s,1,642,904,hr_sd,10
30s,1,642,904,eda_cat,11
30s,1,642,904,hr_mean,12
30s,1,642,904,temp_q3,13
30s,1,642,904,temp_q2,14
30s,1,642,904,temp_q1,15
30s,1,642,904,hr_q3,16
30s,1,642,904,temp_mean,17
30s,1,642,904,hr_q1,18
30s,1,642,904,hr_q2,19
1min,1,890,18,hourofday,1
1min,1,890,18,age,2
1min,1,890,18,temp_sd,3
1min,1,890,18,acc_q1,4
1min,1,890,18,acc_sd,5
1min,1,890,18,acc_mean,6
1min,1,890,18,acc_q2,7
1min,1,890,18,acc_q3,8
1min,1,890,18,sex,9
1min,1,890,18,hr_sd,10
1min,1,890,18,eda_cat,11
1min,1,890,18,hr_mean,12
1min,1,890,18,hr_q3,13
1min,1,890,18,temp_q2,14
1min,1,890,18,temp_q3,15
1min,1,890,18,temp_q1,16
1min,1,890,18,hr_q1,17
1min,1,890,18,temp_mean,18
1min,1,890,18,hr_q2,19
1min,1,9818,18,hourofday,1
1min,1,9818,18,age,2
1min,1,9818,18,temp_sd,3
1min,1,9818,18,acc_q1,4
1min,1,9818,18,acc_sd,5
1min,1,9818,18,acc_q2,6
1min,1,9818,18,acc_mean,7
1min,1,9818,18,sex,8
1min,1,9818,18,acc_q3,9
1min,1,9818,18,hr_sd,10
1min,1,9818,18,eda_cat,11
1min,1,9818,18,hr_q3,12
1min,1,9818,18,hr_mean,13
1min,1,9818,18,temp_q2,14
1min,1,9818,18,hr_q1,15
1min,1,9818,18,temp_q1,16
1min,1,9818,18,temp_q3,17
1min,1,9818,18,hr_q2,18
1min,1,9818,18,temp_mean,19
1min,1,7,18,hourofday,1
1min,1,7,18,age,2
1min,1,7,18,temp_sd,3
1min,1,7,18,acc_q1,4
1min,1,7,18,acc_q2,5
1min,1,7,18,acc_sd,6
1min,1,7,18,acc_mean,7
1min,1,7,18,acc_q3,8
1min,1,7,18,sex,9
1min,1,7,18,hr_sd,10
1min,1,7,18,eda_cat,11
1min,1,7,18,hr_q3,12
1min,1,7,18,hr_mean,13
1min,1,7,18,temp_q2,14
1min,1,7,18,temp_mean,15
1min,1,7,18,hr_q1,16
1min,1,7,18,temp_q1,17
1min,1,7,18,temp_q3,18
1min,1,7,18,hr_q2,19
1min,1,155,18,hourofday,1
1min,1,155,18,age,2
1min,1,155,18,temp_sd,3
1min,1,155,18,acc_q1,4
1min,1,155,18,acc_mean,5
1min,1,155,18,acc_sd,6
1min,1,155,18,acc_q2,7
1min,1,155,18,sex,8
1min,1,155,18,acc_q3,9
1min,1,155,18,hr_sd,10
1min,1,155,18,hr_mean,11
1min,1,155,18,hr_q3,12
1min,1,155,18,eda_cat,13
1min,1,155,18,temp_q2,14
1min,1,155,18,temp_q1,15
1min,1,155,18,hr_q1,16
1min,1,155,18,hr_q2,17
1min,1,155,18,temp_mean,18
1min,1,155,18,temp_q3,19
1min,1,642,18,hourofday,1
1min,1,642,18,age,2
1min,1,642,18,temp_sd,3
1min,1,642,18,acc_q1,4
1min,1,642,18,acc_q2,5
1min,1,642,18,acc_sd,6
1min,1,642,18,acc_q3,7
1min,1,642,18,acc_mean,8
1min,1,642,18,sex,9
1min,1,642,18,hr_sd,10
1min,1,642,18,eda_cat,11
1min,1,642,18,hr_mean,12
1min,1,642,18,hr_q3,13
1min,1,642,18,temp_q2,14
1min,1,642,18,temp_q3,15
1min,1,642,18,hr_q1,16
1min,1,642,18,temp_q1,17
1min,1,642,18,temp_mean,18
1min,1,642,18,hr_q2,19
1min,1,890,29,hourofday,1
1min,1,890,29,age,2
1min,1,890,29,temp_sd,3
1min,1,890,29,acc_q3,4
1min,1,890,29,acc_q1,5
1min,1,890,29,acc_mean,6
1min,1,890,29,acc_sd,7
1min,1,890,29,acc_q2,8
1min,1,890,29,sex,9
1min,1,890,29,hr_sd,10
1min,1,890,29,eda_cat,11
1min,1,890,29,hr_mean,12
1min,1,890,29,hr_q3,13
1min,1,890,29,temp_q2,14
1min,1,890,29,temp_q1,15
1min,1,890,29,hr_q1,16
1min,1,890,29,temp_q3,17
1min,1,890,29,temp_mean,18
1min,1,890,29,hr_q2,19
1min,1,9818,29,hourofday,1
1min,1,9818,29,age,2
1min,1,9818,29,temp_sd,3
1min,1,9818,29,acc_sd,4
1min,1,9818,29,sex,5
1min,1,9818,29,acc_q2,6
1min,1,9818,29,acc_q1,7
1min,1,9818,29,acc_mean,8
1min,1,9818,29,acc_q3,9
1min,1,9818,29,hr_sd,10
1min,1,9818,29,eda_cat,11
1min,1,9818,29,hr_mean,12
1min,1,9818,29,hr_q3,13
1min,1,9818,29,hr_q1,14
1min,1,9818,29,temp_q3,15
1min,1,9818,29,temp_q2,16
1min,1,9818,29,temp_q1,17
1min,1,9818,29,hr_q2,18
1min,1,9818,29,temp_mean,19
1min,1,7,29,hourofday,1
1min,1,7,29,age,2
1min,1,7,29,temp_sd,3
1min,1,7,29,acc_sd,4
1min,1,7,29,acc_q2,5
1min,1,7,29,acc_q1,6
1min,1,7,29,acc_mean,7
1min,1,7,29,sex,8
1min,1,7,29,acc_q3,9
1min,1,7,29,hr_sd,10
1min,1,7,29,eda_cat,11
1min,1,7,29,hr_q3,12
1min,1,7,29,hr_mean,13
1min,1,7,29,temp_q3,14
1min,1,7,29,hr_q1,15
1min,1,7,29,temp_q2,16
1min,1,7,29,temp_mean,17
1min,1,7,29,temp_q1,18
1min,1,7,29,hr_q2,19
1min,1,155,29,hourofday,1
1min,1,155,29,age,2
1min,1,155,29,temp_sd,3
1min,1,155,29,acc_q1,4
1min,1,155,29,acc_sd,5
1min,1,155,29,acc_mean,6
1min,1,155,29,acc_q2,7
1min,1,155,29,acc_q3,8
