epoch,hr,seed_split,seed_model,feature,rank
5min,1,890,246,acc_mean,9
5min,1,890,246,hr_sd,10
5min,1,890,246,hr_mean,11
5min,1,890,246,hr_q2,12
5min,1,890,246,acc_q2,13
5min,1,890,246,hr_q1,14
5min,1,890,246,temp_q3,15
5min,1,890,246,temp_q2,16
5min,1,890,246,eda_cat,17
5min,1,890,246,temp_q1,18
5min,1,890,246,temp_mean,19
5min,1,9818,246,hourofday,1
5min,1,9818,246,age,2
5min,1,9818,246,acc_sd,3
5min,1,9818,246,temp_sd,4
5min,1,9818,246,sex,5
5min,1,9818,246,hr_q3,6
5min,1,9818,246,hr_sd,7
5min,1,9818,246,acc_q1,8
5min,1,9818,246,acc_q2,9
5min,1,9818,246,acc_q3,10
5min,1,9818,246,hr_q2,11
5min,1,9818,246,hr_mean,12
5min,1,9818,246,acc_mean,13
5min,1,9818,246,hr_q1,14
5min,1,9818,246,temp_q3,15
5min,1,9818,246,temp_q2,16
5min,1,9818,246,eda_cat,17
5min,1,9818,246,temp_q1,18
5min,1,9818,246,temp_mean,19
5min,1,7,246,hourofday,1
5min,1,7,246,age,2
5min,1,7,246,temp_sd,3
5min,1,7,246,acc_sd,4
5min,1,7,246,hr_sd,5
5min,1,7,246,hr_q3,6
5min,1,7,246,sex,7
5min,1,7,246,hr_q2,8
5min,1,7,246,acc_q2,9
5min,1,7,246,acc_q3,10
5min,1,7,246,acc_q1,11
5min,1,7,246,hr_q1,12
5min,1,7,246,hr_mean,13
5min,1,7,246,acc_mean,14
5min,1,7,246,temp_q3,15
5min,1,7,246,temp_q1,16
5min,1,7,246,temp_q2,17
5min,1,7,246,temp_mean,18
5min,1,7,246,eda_cat,19
5min,1,155,246,hourofday,1
5min,1,155,246,age,2
5min,1,155,246,temp_sd,3
5min,1,155,246,acc_sd,4
5min,1,155,246,acc_q1,5
5min,1,155,246,sex,6
5min,1,155,246,hr_q3,7
5min,1,155,246,acc_q2,8
5min,1,155,246,acc_q3,9
5min,1,155,246,hr_q2,10
5min,1,155,246,hr_sd,11
5min,1,155,246,acc_mean,12
5min,1,155,246,hr_mean,13
5min,1,155,246,hr_q1,14
5min,1,155,246,temp_q3,15
5min,1,155,246,temp_q1,16
5min,1,155,246,temp_mean,17
5min,1,155,246,temp_q2,18
5min,1,155,246,eda_cat,19
5min,1,642,246,hourofday,1
5min,1,642,246,age,2
5min,1,642,246,acc_sd,3
5min,1,642,246,temp_sd,4
5min,1,642,246,acc_q2,5
5min,1,642,246,sex,6
5min,1,642,246,hr_sd,7
5min,1,642,246,acc_q1,8
5min,1,642,246,acc_q3,9
5min,1,642,246,hr_q3,10
5min,1,642,246,hr_q2,11
5min,1,642,246,acc_mean,12
5min,1,642,246,hr_mean,13
5min,1,642,246,temp_q3,14
5min,1,642,246,hr_q1,15
5min,1,642,246,temp_q1,16
5min,1,642,246,temp_mean,17
5min,1,642,246,temp_q2,18
5min,1,642,246,eda_cat,19
5min,1,890,904,hourofday,1
5min,1,890,904,age,2
5min,1,890,904,temp_sd,3
5min,1,890,904,acc_sd,4
5min,1,890,904,acc_q1,5
5min,1,890,904,acc_q3,6
5min,1,890,904,acc_q2,7
5min,1,890,904,sex,8
5min,1,890,904,hr_q3,9
5min,1,890,904,acc_mean,10
5min,1,890,904,hr_mean,11
5min,1,890,904,hr_q1,12
5min,1,890,904,hr_q2,13
5min,1,890,904,hr_sd,14
5min,1,890,904,temp_q3,15
5min,1,890,904,temp_q1,16
5min,1,890,904,eda_cat,17
5min,1,890,904,temp_q2,18
5min,1,890,904,temp_mean,19
5min,1,9818,904,hourofday,1
5min,1,9818,904,age,2
5min,1,9818,904,acc_sd,3
5min,1,9818,904,temp_sd,4
5min,1,9818,904,sex,5
5min,1,9818,904,acc_q1,6
5min,1,9818,904,hr_q3,7
5min,1,9818,904,acc_q2,8
5min,1,9818,904,acc_q3,9
5min,1,9818,904,hr_sd,10
5min,1,9818,904,hr_mean,11
5min,1,9818,904,hr_q2,12
5min,1,9818,904,hr_q1,13
5min,1,9818,904,acc_mean,14
5min,1,9818,904,temp_q3,15
5min,1,9818,904,temp_q1,16
5min,1,9818,904,eda_cat,17
5min,1,9818,904,temp_mean,18
5min,1,9818,904,temp_q2,19
5min,1,7,904,hourofday,1
5min,1,7,904,age,2
5min,1,7,904,temp_sd,3
5min,1,7,904,acc_sd,4
5min,1,7,904,sex,5
5min,1,7,904,hr_q3,6
5min,1,7,904,acc_q1,7
5min,1,7,904,hr_sd,8
5min,1,7,904,acc_q3,9
5min,1,7,904,acc_mean,10
5min,1,7,904,acc_q2,11
5min,1,7,904,hr_q1,12
5min,1,7,904,hr_q2,13
5min,1,7,904,hr_mean,14
5min,1,7,904,temp_q3,15
5min,1,7,904,eda_cat,16
5min,1,7,904,temp_q1,17
5min,1,7,904,temp_q2,18
5min,1,7,904,temp_mean,19
5min,1,155,904,hourofday,1
5min,1,155,904,age,2
5min,1,155,904,temp_sd,3
5min,1,155,904,acc_sd,4
5min,1,155,904,sex,5
5min,1,155,904,acc_q1,6
5min,1,155,904,hr_q3,7
5min,1,155,904,hr_sd,8
5min,1,155,904,acc_q3,9
5min,1,155,904,acc_q2,10
5min,1,155,904,hr_mean,11
5min,1,155,904,hr_q2,12
5min,1,155,904,hr_q1,13
5min,1,155,904,temp_q3,14
5min,1,155,904,acc_mean,15
5min,1,155,904,temp_q1,16
5min,1,155,904,temp_mean,17
5min,1,155,904,temp_q2,18
5min,1,155,904,eda_cat,19
5min,1,642,904,hourofday,1
5min,1,642,904,age,2
5min,1,642,904,temp_sd,3
5min,1,642,904,acc_sd,4
5min,1,642,904,acc_q1,5
5min,1,642,904,acc_q2,6
5min,1,642,904,acc_q3,7
5min,1,642,904,sex,8
5min,1,642,904,hr_sd,9
5min,1,642,904,hr_q3,10
5min,1,642,904,hr_q2,11
5min,1,642,904,hr_mean,12
5min,1,642,904,acc_mean,13
5min,1,642,904,temp_q3,14
5min,1,642,904,hr_q1,15
5min,1,642,904,temp_mean,16
5min,1,642,904,temp_q1,17
5min,1,642,904,eda_cat,18
5min,1,642,904,temp_q2,19
30s,2,890,18,hourofday,1
30s,2,890,18,age,2
30s,2,890,18,acc_sd,3
30s,2,890,18,acc_q2,4
30s,2,890,18,acc_q1,5
30s,2,890,18,acc_mean,6
30s,2,890,18,temp_sd,7
30s,2,890,18,acc_q3,8
30s,2,890,18,eda_cat,9
30s,2,890,18,sex,10
30s,2,890,18,temp_q3,11
30s,2,890,18,temp_q1,12
30s,2,890,18,temp_mean,13
30s,2,890,18,temp_q2,14
30s,2,9818,18,hourofday,1
30s,2,9818,18,acc_sd,2
30s,2,9818,18,temp_sd,3
30s,2,9818,18,acc_q2,4
30s,2,9818,18,age,5
30s,2,9818,18,acc_q3,6
30s,2,9818,18,acc_q1,7
30s,2,9818,18,acc_mean,8
30s,2,9818,18,eda_cat,9
30s,2,9818,18,sex,10
30s,2,9818,18,temp_q1,11
30s,2,9818,18,temp_q3,12
30s,2,9818,18,temp_q2,13
30s,2,9818,18,temp_mean,14
30s,2,7,18,hourofday,1
30s,2,7,18,age,2
30s,2,7,18,acc_sd,3
30s,2,7,18,temp_sd,4
30s,2,7,18,acc_mean,5
30s,2,7,18,acc_q3,6
30s,2,7,18,acc_q2,7
30s,2,7,18,acc_q1,8
30s,2,7,18,eda_cat,9
30s,2,7,18,sex,10
30s,2,7,18,temp_q1,11
30s,2,7,18,temp_q2,12
30s,2,7,18,temp_q3,13
30s,2,7,18,temp_mean,14
30s,2,155,18,hourofday,1
30s,2,155,18,acc_sd,2
30s,2,155,18,temp_sd,3
30s,2,155,18,age,4
30s,2,155,18,acc_q1,5
30s,2,155,18,acc_mean,6
30s,2,155,18,acc_q3,7
30s,2,155,18,acc_q2,8
30s,2,155,18,eda_cat,9
30s,2,155,18,sex,10
30s,2,155,18,temp_q1,11
30s,2,155,18,temp_mean,12
30s,2,155,18,temp_q2,13
30s,2,155,18,temp_q3,14
30s,2,642,18,hourofday,1
30s,2,642,18,acc_sd,2
30s,2,642,18,temp_sd,3
30s,2,642,18,acc_q2,4
30s,2,642,18,age,5
30s,2,642,18,acc_q3,6
30s,2,642,18,acc_mean,7
30s,2,642,18,acc_q1,8
30s,2,642,18,eda_cat,9
30s,2,642,18,sex,10
30s,2,642,18,temp_q1,11
30s,2,642,18,temp_q2,12
30s,2,642,18,temp_q3,13
30s,2,642,18,temp_mean,14
30s,2,890,29,hourofday,1
30s,2,890,29,age,2
30s,2,890,29,acc_sd,3
30s,2,890,29,acc_q2,4
30s,2,890,29,acc_q1,5
30s,2,890,29,acc_q3,6
30s,2,890,29,acc_mean,7
30s,2,890,29,temp_sd,8
30s,2,890,29,eda_cat,9
30s,2,890,29,sex,10
30s,2,890,29,temp_q1,11
30s,2,890,29,temp_q3,12
30s,2,890,29,temp_q2,13
30s,2,890,29,temp_mean,14
30s,2,9818,29,hourofday,1
30s,2,9818,29,temp_sd,2
30s,2,9818,29,acc_sd,3
30s,2,9818,29,acc_q2,4
30s,2,9818,29,acc_q1,5
30s,2,9818,29,age,6
30s,2,9818,29,acc_mean,7
30s,2,9818,29,acc_q3,8
30s,2,9818,29,eda_cat,9
30s,2,9818,29,sex,10
30s,2,9818,29,temp_q1,11
30s,2,9818,29,temp_q3,12
30s,2,9818,29,temp_mean,13
30s,2,9818,29,temp_q2,14
30s,2,7,29,hourofday,1
30s,2,7,29,age,2
30s,2,7,29,acc_sd,3
30s,2,7,29,temp_sd,4
30s,2,7,29,acc_q3,5
30s,2,7,29,acc_q2,6
30s,2,7,29,acc_mean,7
30s,2,7,29,acc_q1,8
30s,2,7,29,eda_cat,9
30s,2,7,29,sex,10
30s,2,7,29,temp_q1,11
30s,2,7,29,temp_q3,12
30s,2,7,29,temp_mean,13
30s,2,7,29,temp_q2,14
30s,2,155,29,hourofday,1
30s,2,155,29,acc_sd,2
30s,2,155,29,temp_sd,3
30s,2,155,29,acc_q1,4
30s,2,155,29,age,5
30s,2,155,29,acc_q2,6
30s,2,155,29,acc_q3,7
30s,2,155,29,acc_mean,8
30s,2,155,29,eda_cat,9
30s,2,155,29,sex,10
30s,2,155,29,temp_q1,11
30s,2,155,29,temp_mean,12
30s,2,155,29,temp_q3,13
30s,2,155,29,temp_q2,14
30s,2,642,29,hourofday,1
30s,2,642,29,acc_sd,2
30s,2,642,29,temp_sd,3
30s,2,642,29,acc_q2,4
30s,2,642,29,age,5
30s,2,642,29,acc_mean,6
30s,2,642,29,acc_q3,7
30s,2,642,29,acc_q1,8
30s,2,642,29,eda_cat,9
30s,2,642,29,sex,10
30s,2,642,29,temp_q1,11
30s,2,642,29,temp_q2,12
30s,2,642,29,temp_mean,13
30s,2,642,29,temp_q3,14
30s,2,890,1349,hourofday,1
30s,2,890,1349,age,2
30s,2,890,1349,acc_sd,3
30s,2,890,1349,temp_sd,4
30s,2,890,1349,acc_q3,5
30s,2,890,1349,acc_q2,6
30s,2,890,1349,acc_mean,7
30s,2,890,1349,acc_q1,8
30s,2,890,1349,eda_cat,9
30s,2,890,1349,sex,10
30s,2,890,1349,temp_q1,11
30s,2,890,1349,temp_q3,12
30s,2,890,1349,temp_q2,13
30s,2,890,1349,temp_mean,14
30s,2,9818,1349,hourofday,1
30s,2,9818,1349,acc_sd,2
30s,2,9818,1349,temp_sd,3
30s,2,9818,1349,age,4
30s,2,9818,1349,acc_q2,5
30s,2,9818,1349,acc_q1,6
30s,2,9818,1349,acc_q3,7
30s,2,9818,1349,acc_mean,8
30s,2,9818,1349,eda_cat,9
30s,2,9818,1349,sex,10
30s,2,9818,1349,temp_q1,11
30s,2,9818,1349,temp_q3,12
30s,2,9818,1349,temp_mean,13
30s,2,9818,1349,temp_q2,14
30s,2,7,1349,hourofday,1
30s,2,7,1349,age,2
30s,2,7,1349,acc_sd,3
30s,2,7,1349,temp_sd,4
30s,2,7,1349,acc_q2,5
30s,2,7,1349,acc_mean,6
30s,2,7,1349,acc_q3,7
30s,2,7,1349,acc_q1,8
30s,2,7,1349,eda_cat,9
30s,2,7,1349,sex,10
30s,2,7,1349,temp_q1,11
30s,2,7,1349,temp_q3,12
30s,2,7,1349,temp_q2,13
30s,2,7,1349,temp_mean,14
30s,2,155,1349,hourofday,1
30s,2,155,1349,acc_sd,2
30s,2,155,1349,acc_q1,3
30s,2,155,1349,temp_sd,4
30s,2,155,1349,age,5
30s,2,155,1349,acc_q3,6
30s,2,155,1349,acc_q2,7
30s,2,155,1349,acc_mean,8
30s,2,155,1349,eda_cat,9
30s,2,155,1349,sex,10
30s,2,155,1349,temp_q1,11
30s,2,155,1349,temp_q2,12
30s,2,155,1349,temp_q3,13
30s,2,155,1349,temp_mean,14
30s,2,642,1349,hourofday,1
30s,2,642,1349,acc_sd,2
30s,2,642,1349,temp_sd,3
30s,2,642,1349,age,4
30s,2,642,1349,acc_q2,5
30s,2,642,1349,acc_mean,6
30s,2,642,1349,acc_q3,7
30s,2,642,1349,acc_q1,8
30s,2,642,1349,eda_cat,9
30s,2,642,1349,sex,10
30s,2,642,1349,temp_q1,11
30s,2,642,1349,temp_q3,12
30s,2,642,1349,temp_q2,13
30s,2,642,1349,temp_mean,14
30s,2,890,246,hourofday,1
30s,2,890,246,age,2
30s,2,890,246,acc_sd,3
30s,2,890,246,temp_sd,4
30s,2,890,246,acc_q2,5
30s,2,890,246,acc_mean,6
30s,2,890,246,acc_q3,7
30s,2,890,246,acc_q1,8
30s,2,890,246,eda_cat,9
30s,2,890,246,sex,10
30s,2,890,246,temp_q1,11
30s,2,890,246,temp_mean,12
30s,2,890,246,temp_q3,13
30s,2,890,246,temp_q2,14
30s,2,9818,246,hourofday,1
30s,2,9818,246,acc_sd,2
30s,2,9818,246,temp_sd,3
30s,2,9818,246,acc_q1,4
30s,2,9818,246,age,5
30s,2,9818,246,acc_q3,6
30s,2,9818,246,acc_q2,7
30s,2,9818,246,acc_mean,8
30s,2,9818,246,eda_cat,9
30s,2,9818,246,sex,10
30s,2,9818,246,temp_q3,11
30s,2,9818,246,temp_q1,12
30s,2,9818,246,temp_q2,13
30s,2,9818,246,temp_mean,14
30s,2,7,246,hourofday,1
30s,2,7,246,age,2
30s,2,7,246,acc_sd,3
30s,2,7,246,temp_sd,4
30s,2,7,246,acc_q2,5
30s,2,7,246,acc_q3,6
30s,2,7,246,acc_mean,7
30s,2,7,246,acc_q1,8
30s,2,7,246,eda_cat,9
30s,2,7,246,sex,10
30s,2,7,246,temp_q1,11
30s,2,7,246,temp_mean,12
30s,2,7,246,temp_q2,13
30s,2,7,246,temp_q3,14
30s,2,155,246,hourofday,1
30s,2,155,246,acc_sd,2
30s,2,155,246,temp_sd,3
30s,2,155,246,acc_q1,4
30s,2,155,246,age,5
30s,2,155,246,acc_q2,6
30s,2,155,246,acc_mean,7
30s,2,155,246,acc_q3,8
30s,2,155,246,eda_cat,9
30s,2,155,246,sex,10
30s,2,155,246,temp_q1,11
30s,2,155,246,temp_q3,12
30s,2,155,246,temp_mean,13
30s,2,155,246,temp_q2,14
30s,2,642,246,hourofday,1
30s,2,642,246,acc_sd,2
30s,2,642,246,temp_sd,3
30s,2,642,246,acc_mean,4
30s,2,642,246,acc_q2,5
30s,2,642,246,age,6
30s,2,642,246,acc_q3,7
30s,2,642,246,acc_q1,8
30s,2,642,246,eda_cat,9
30s,2,642,246,sex,10
30s,2,642,246,temp_q2,11
30s,2,642,246,temp_q1,12
30s,2,642,246,temp_mean,13
30s,2,642,246,temp_q3,14
30s,2,890,904,hourofday,1
30s,2,890,904,age,2
30s,2,890,904,acc_q2,3
30s,2,890,904,acc_sd,4
30s,2,890,904,temp_sd,5
30s,2,890,904,acc_q3,6
30s,2,890,904,acc_q1,7
30s,2,890,904,acc_mean,8
30s,2,890,904,eda_cat,9
30s,2,890,904,sex,10
30s,2,890,904,temp_q1,11
30s,2,890,904,temp_q3,12
30s,2,890,904,temp_mean,13
30s,2,890,904,temp_q2,14
30s,2,9818,904,hourofday,1
30s,2,9818,904,acc_sd,2
30s,2,9818,904,temp_sd,3
30s,2,9818,904,age,4
30s,2,9818,904,acc_q2,5
30s,2,9818,904,acc_q1,6
30s,2,9818,904,acc_q3,7
30s,2,9818,904,acc_mean,8
30s,2,9818,904,eda_cat,9
30s,2,9818,904,sex,10
30s,2,9818,904,temp_q1,11
30s,2,9818,904,temp_q3,12
30s,2,9818,904,temp_q2,13
30s,2,9818,904,temp_mean,14
30s,2,7,904,hourofday,1
30s,2,7,904,age,2
30s,2,7,904,acc_sd,3
30s,2,7,904,temp_sd,4
30s,2,7,904,acc_q2,5
30s,2,7,904,acc_mean,6
30s,2,7,904,acc_q3,7
30s,2,7,904,acc_q1,8
30s,2,7,904,eda_cat,9
30s,2,7,904,sex,10
30s,2,7,904,temp_q1,11
30s,2,7,904,temp_q3,12
30s,2,7,904,temp_q2,13
30s,2,7,904,temp_mean,14
30s,2,155,904,hourofday,1
30s,2,155,904,acc_sd,2
30s,2,155,904,temp_sd,3
30s,2,155,904,age,4
30s,2,155,904,acc_q1,5
30s,2,155,904,acc_q3,6
30s,2,155,904,acc_q2,7
30s,2,155,904,acc_mean,8
30s,2,155,904,eda_cat,9
30s,2,155,904,sex,10
30s,2,155,904,temp_q1,11
30s,2,155,904,temp_q3,12
30s,2,155,904,temp_mean,13
30s,2,155,904,temp_q2,14
30s,2,642,904,hourofday,1
30s,2,642,904,acc_sd,2
30s,2,642,904,temp_sd,3
30s,2,642,904,age,4
30s,2,642,904,acc_q3,5
30s,2,642,904,acc_q2,6
30s,2,642,904,acc_mean,7
30s,2,642,904,acc_q1,8
30s,2,642,904,eda_cat,9
30s,2,642,904,sex,10
30s,2,642,904,temp_q3,11
30s,2,642,904,temp_q1,12
30s,2,642,904,temp_mean,13
30s,2,642,904,temp_q2,14
1min,2,890,18,hourofday,1
1min,2,890,18,temp_sd,2
1min,2,890,18,age,3
1min,2,890,18,acc_sd,4
1min,2,890,18,acc_q1,5
1min,2,890,18,acc_mean,6
1min,2,890,18,acc_q3,7
1min,2,890,18,acc_q2,8
1min,2,890,18,eda_cat,9
1min,2,890,18,sex,10
1min,2,890,18,temp_q1,11
1min,2,890,18,temp_mean,12
1min,2,890,18,temp_q3,13
1min,2,890,18,temp_q2,14
1min,2,9818,18,hourofday,1
1min,2,9818,18,temp_sd,2
1min,2,9818,18,acc_sd,3
1min,2,9818,18,age,4
1min,2,9818,18,acc_q2,5
1min,2,9818,18,acc_q1,6
1min,2,9818,18,acc_q3,7
1min,2,9818,18,acc_mean,8
1min,2,9818,18,eda_cat,9
1min,2,9818,18,sex,10
1min,2,9818,18,temp_q1,11
1min,2,9818,18,temp_mean,12
1min,2,9818,18,temp_q3,13
1min,2,9818,18,temp_q2,14
1min,2,7,18,hourofday,1
1min,2,7,18,age,2
1min,2,7,18,temp_sd,3
1min,2,7,18,acc_sd,4
1min,2,7,18,acc_q2,5
1min,2,7,18,acc_mean,6
1min,2,7,18,acc_q3,7
1min,2,7,18,acc_q1,8
1min,2,7,18,eda_cat,9
1min,2,7,18,sex,10
1min,2,7,18,temp_q1,11
1min,2,7,18,temp_mean,12
1min,2,7,18,temp_q2,13
1min,2,7,18,temp_q3,14
1min,2,155,18,hourofday,1
1min,2,155,18,temp_sd,2
1min,2,155,18,acc_sd,3
1min,2,155,18,acc_q1,4
1min,2,155,18,age,5
1min,2,155,18,acc_q2,6
1min,2,155,18,acc_mean,7
1min,2,155,18,acc_q3,8
1min,2,155,18,eda_cat,9
1min,2,155,18,sex,10
1min,2,155,18,temp_q1,11
1min,2,155,18,temp_q3,12
1min,2,155,18,temp_q2,13
1min,2,155,18,temp_mean,14
1min,2,642,18,hourofday,1
1min,2,642,18,temp_sd,2
1min,2,642,18,acc_sd,3
1min,2,642,18,age,4
1min,2,642,18,acc_mean,5
1min,2,642,18,acc_q2,6
1min,2,642,18,acc_q3,7
1min,2,642,18,acc_q1,8
1min,2,642,18,eda_cat,9
1min,2,642,18,sex,10
1min,2,642,18,temp_q1,11
1min,2,642,18,temp_q2,12
1min,2,642,18,temp_q3,13
1min,2,642,18,temp_mean,14
1min,2,890,29,hourofday,1
1min,2,890,29,age,2
1min,2,890,29,temp_sd,3
1min,2,890,29,acc_sd,4
1min,2,890,29,acc_q1,5
1min,2,890,29,acc_mean,6
1min,2,890,29,acc_q2,7
1min,2,890,29,acc_q3,8
1min,2,890,29,eda_cat,9
1min,2,890,29,sex,10
1min,2,890,29,temp_q1,11
1min,2,890,29,temp_q2,12
1min,2,890,29,temp_mean,13
1min,2,890,29,temp_q3,14
1min,2,9818,29,hourofday,1
1min,2,9818,29,temp_sd,2
1min,2,9818,29,acc_sd,3
1min,2,9818,29,acc_q2,4
1min,2,9818,29,age,5
1min,2,9818,29,acc_q1,6
1min,2,9818,29,acc_mean,7
1min,2,9818,29,acc_q3,8
1min,2,9818,29,eda_cat,9
