epoch,hr,seed_split,seed_model,feature,rank
1min,2,9818,29,sex,10
1min,2,9818,29,temp_q1,11
1min,2,9818,29,temp_q2,12
1min,2,9818,29,temp_q3,13
1min,2,9818,29,temp_mean,14
1min,2,7,29,hourofday,1
1min,2,7,29,age,2
1min,2,7,29,temp_sd,3
1min,2,7,29,acc_sd,4
1min,2,7,29,acc_q2,5
1min,2,7,29,acc_q3,6
1min,2,7,29,acc_mean,7
1min,2,7,29,acc_q1,8
1min,2,7,29,eda_cat,9
1min,2,7,29,sex,10
1min,2,7,29,temp_q2,11
1min,2,7,29,temp_q1,12
1min,2,7,29,temp_q3,13
1min,2,7,29,temp_mean,14
1min,2,155,29,hourofday,1
1min,2,155,29,temp_sd,2
1min,2,155,29,acc_sd,3
1min,2,155,29,acc_q1,4
1min,2,155,29,age,5
1min,2,155,29,acc_mean,6
1min,2,155,29,acc_q2,7
1min,2,155,29,acc_q3,8
1min,2,155,29,eda_cat,9
1min,2,155,29,sex,10
1min,2,155,29,temp_q1,11
1min,2,155,29,temp_mean,12
1min,2,155,29,temp_q3,13
1min,2,155,29,temp_q2,14
1min,2,642,29,hourofday,1
1min,2,642,29,acc_sd,2
1min,2,642,29,temp_sd,3
1min,2,642,29,age,4
1min,2,642,29,acc_q2,5
1min,2,642,29,acc_mean,6
1min,2,642,29,acc_q3,7
1min,2,642,29,acc_q1,8
1min,2,642,29,eda_cat,9
1min,2,642,29,sex,10
1min,2,642,29,temp_q1,11
1min,2,642,29,temp_q3,12
1min,2,642,29,temp_q2,13
1min,2,642,29,temp_mean,14
1min,2,890,1349,hourofday,1
1min,2,890,1349,temp_sd,2
1min,2,890,1349,acc_sd,3
1min,2,890,1349,age,4
1min,2,890,1349,acc_q1,5
1min,2,890,1349,acc_q2,6
1min,2,890,1349,acc_q3,7
1min,2,890,1349,acc_mean,8
1min,2,890,1349,eda_cat,9
1min,2,890,1349,sex,10
1min,2,890,1349,temp_q1,11
1min,2,890,1349,temp_q2,12
1min,2,890,1349,temp_q3,13
1min,2,890,1349,temp_mean,14
1min,2,9818,1349,hourofday,1
1min,2,9818,1349,temp_sd,2
1min,2,9818,1349,acc_sd,3
1min,2,9818,1349,age,4
1min,2,9818,1349,acc_q2,5
1min,2,9818,1349,acc_q1,6
1min,2,9818,1349,acc_q3,7
1min,2,9818,1349,acc_mean,8
1min,2,9818,1349,eda_cat,9
1min,2,9818,1349,sex,10
1min,2,9818,1349,temp_q3,11
1min,2,9818,1349,temp_q1,12
1min,2,9818,1349,temp_q2,13
1min,2,9818,1349,temp_mean,14
1min,2,7,1349,hourofday,1
1min,2,7,1349,temp_sd,2
1min,2,7,1349,acc_sd,3
1min,2,7,1349,age,4
1min,2,7,1349,acc_q3,5
1min,2,7,1349,acc_q2,6
1min,2,7,1349,acc_mean,7
1min,2,7,1349,acc_q1,8
1min,2,7,1349,eda_cat,9
1min,2,7,1349,sex,10
1min,2,7,1349,temp_q1,11
1min,2,7,1349,temp_q3,12
1min,2,7,1349,temp_mean,13
1min,2,7,1349,temp_q2,14
1min,2,155,1349,hourofday,1
1min,2,155,1349,temp_sd,2
1min,2,155,1349,acc_sd,3
1min,2,155,1349,age,4
1min,2,155,1349,acc_q1,5
1min,2,155,1349,acc_q3,6
1min,2,155,1349,acc_mean,7
1min,2,155,1349,acc_q2,8
1min,2,155,1349,eda_cat,9
1min,2,155,1349,sex,10
1min,2,155,1349,temp_q1,11
1min,2,155,1349,temp_q3,12
1min,2,155,1349,temp_mean,13
1min,2,155,1349,temp_q2,14
1min,2,642,1349,hourofday,1
1min,2,642,1349,temp_sd,2
1min,2,642,1349,acc_sd,3
1min,2,642,1349,age,4
1min,2,642,1349,acc_mean,5
1min,2,642,1349,acc_q2,6
1min,2,642,1349,acc_q1,7
1min,2,642,1349,acc_q3,8
1min,2,642,1349,eda_cat,9
1min,2,642,1349,sex,10
1min,2,642,1349,temp_q1,11
1min,2,642,1349,temp_q2,12
1min,2,642,1349,temp_q3,13
1min,2,642,1349,temp_mean,14
1min,2,890,246,hourofday,1
1min,2,890,246,temp_sd,2
1min,2,890,246,acc_sd,3
1min,2,890,246,age,4
1min,2,890,246,acc_q1,5
1min,2,890,246,acc_mean,6
1min,2,890,246,acc_q2,7
1min,2,890,246,acc_q3,8
1min,2,890,246,eda_cat,9
1min,2,890,246,sex,10
1min,2,890,246,temp_q1,11
1min,2,890,246,temp_q2,12
1min,2,890,246,temp_q3,13
1min,2,890,246,temp_mean,14
1min,2,9818,246,hourofday,1
1min,2,9818,246,temp_sd,2
1min,2,9818,246,acc_sd,3
1min,2,9818,246,age,4
1min,2,9818,246,acc_q2,5
1min,2,9818,246,acc_q1,6
1min,2,9818,246,acc_q3,7
1min,2,9818,246,acc_mean,8
1min,2,9818,246,eda_cat,9
1min,2,9818,246,sex,10
1min,2,9818,246,temp_q1,11
1min,2,9818,246,temp_q3,12
1min,2,9818,246,temp_mean,13
1min,2,9818,246,temp_q2,14
1min,2,7,246,hourofday,1
1min,2,7,246,temp_sd,2
1min,2,7,246,age,3
1min,2,7,246,acc_sd,4
1min,2,7,246,acc_q3,5
1min,2,7,246,acc_mean,6
1min,2,7,246,acc_q2,7
1min,2,7,246,acc_q1,8
1min,2,7,246,eda_cat,9
1min,2,7,246,sex,10
1min,2,7,246,temp_q1,11
1min,2,7,246,temp_q2,12
1min,2,7,246,temp_q3,13
1min,2,7,246,temp_mean,14
1min,2,155,246,hourofday,1
1min,2,155,246,temp_sd,2
1min,2,155,246,acc_sd,3
1min,2,155,246,acc_q1,4
1min,2,155,246,age,5
1min,2,155,246,acc_q3,6
1min,2,155,246,acc_q2,7
1min,2,155,246,acc_mean,8
1min,2,155,246,eda_cat,9
1min,2,155,246,sex,10
1min,2,155,246,temp_q2,11
1min,2,155,246,temp_q1,12
1min,2,155,246,temp_mean,13
1min,2,155,246,temp_q3,14
1min,2,642,246,hourofday,1
1min,2,642,246,temp_sd,2
1min,2,642,246,acc_sd,3
1min,2,642,246,age,4
1min,2,642,246,acc_q1,5
1min,2,642,246,acc_mean,6
1min,2,642,246,acc_q2,7
1min,2,642,246,acc_q3,8
1min,2,642,246,eda_cat,9
1min,2,642,246,sex,10
1min,2,642,246,temp_q1,11
1min,2,642,246,temp_mean,12
1min,2,642,246,temp_q2,13
1min,2,642,246,temp_q3,14
1min,2,890,904,hourofday,1
1min,2,890,904,temp_sd,2
1min,2,890,904,acc_sd,3
1min,2,890,904,age,4
1min,2,890,904,acc_q1,5
1min,2,890,904,acc_q2,6
1min,2,890,904,acc_q3,7
1min,2,890,904,acc_mean,8
1min,2,890,904,eda_cat,9
1min,2,890,904,sex,10
1min,2,890,904,temp_q2,11
1min,2,890,904,temp_q3,12
1min,2,890,904,temp_q1,13
1min,2,890,904,temp_mean,14
1min,2,9818,904,hourofday,1
1min,2,9818,904,temp_sd,2
1min,2,9818,904,acc_sd,3
1min,2,9818,904,age,4
1min,2,9818,904,acc_q2,5
1min,2,9818,904,acc_mean,6
1min,2,9818,904,acc_q3,7
1min,2,9818,904,acc_q1,8
1min,2,9818,904,eda_cat,9
1min,2,9818,904,sex,10
1min,2,9818,904,temp_q3,11
1min,2,9818,904,temp_q1,12
1min,2,9818,904,temp_q2,13
1min,2,9818,904,temp_mean,14
1min,2,7,904,hourofday,1
1min,2,7,904,acc_sd,2
1min,2,7,904,temp_sd,3
1min,2,7,904,age,4
1min,2,7,904,acc_q2,5
1min,2,7,904,acc_mean,6
1min,2,7,904,acc_q3,7
1min,2,7,904,acc_q1,8
1min,2,7,904,eda_cat,9
1min,2,7,904,sex,10
1min,2,7,904,temp_q2,11
1min,2,7,904,temp_q1,12
1min,2,7,904,temp_q3,13
1min,2,7,904,temp_mean,14
1min,2,155,904,hourofday,1
1min,2,155,904,temp_sd,2
1min,2,155,904,acc_sd,3
1min,2,155,904,age,4
1min,2,155,904,acc_q1,5
1min,2,155,904,acc_q2,6
1min,2,155,904,acc_mean,7
1min,2,155,904,acc_q3,8
1min,2,155,904,eda_cat,9
1min,2,155,904,sex,10
1min,2,155,904,temp_q1,11
1min,2,155,904,temp_q2,12
1min,2,155,904,temp_q3,13
1min,2,155,904,temp_mean,14
1min,2,642,904,hourofday,1
1min,2,642,904,temp_sd,2
1min,2,642,904,acc_sd,3
1min,2,642,904,age,4
1min,2,642,904,acc_q2,5
1min,2,642,904,acc_mean,6
1min,2,642,904,acc_q3,7
1min,2,642,904,acc_q1,8
1min,2,642,904,eda_cat,9
1min,2,642,904,sex,10
1min,2,642,904,temp_q1,11
1min,2,642,904,temp_q3,12
1min,2,642,904,temp_q2,13
1min,2,642,904,temp_mean,14
5min,2,890,18,hourofday,1
5min,2,890,18,acc_sd,2
5min,2,890,18,temp_sd,3
5min,2,890,18,age,4
5min,2,890,18,acc_q3,5
5min,2,890,18,acc_q1,6
5min,2,890,18,acc_q2,7
5min,2,890,18,acc_mean,8
5min,2,890,18,sex,9
5min,2,890,18,eda_cat,10
5min,2,890,18,temp_q3,11
5min,2,890,18,temp_q1,12
5min,2,890,18,temp_mean,13
5min,2,890,18,temp_q2,14
5min,2,9818,18,hourofday,1
5min,2,9818,18,acc_sd,2
5min,2,9818,18,temp_sd,3
5min,2,9818,18,age,4
5min,2,9818,18,acc_q1,5
5min,2,9818,18,acc_q3,6
5min,2,9818,18,acc_q2,7
5min,2,9818,18,acc_mean,8
5min,2,9818,18,sex,9
5min,2,9818,18,eda_cat,10
5min,2,9818,18,temp_q3,11
5min,2,9818,18,temp_q1,12
5min,2,9818,18,temp_q2,13
5min,2,9818,18,temp_mean,14
5min,2,7,18,hourofday,1
5min,2,7,18,acc_sd,2
5min,2,7,18,age,3
5min,2,7,18,temp_sd,4
5min,2,7,18,acc_q3,5
5min,2,7,18,acc_q1,6
5min,2,7,18,acc_q2,7
5min,2,7,18,acc_mean,8
5min,2,7,18,temp_q3,9
5min,2,7,18,sex,10
5min,2,7,18,eda_cat,11
5min,2,7,18,temp_q1,12
5min,2,7,18,temp_mean,13
5min,2,7,18,temp_q2,14
5min,2,155,18,hourofday,1
5min,2,155,18,acc_sd,2
5min,2,155,18,temp_sd,3
5min,2,155,18,age,4
5min,2,155,18,acc_q3,5
5min,2,155,18,acc_q1,6
5min,2,155,18,acc_q2,7
5min,2,155,18,acc_mean,8
5min,2,155,18,sex,9
5min,2,155,18,temp_q1,10
5min,2,155,18,temp_q3,11
5min,2,155,18,temp_mean,12
5min,2,155,18,temp_q2,13
5min,2,155,18,eda_cat,14
5min,2,642,18,hourofday,1
5min,2,642,18,acc_sd,2
5min,2,642,18,temp_sd,3
5min,2,642,18,age,4
5min,2,642,18,acc_q2,5
5min,2,642,18,acc_q3,6
5min,2,642,18,acc_q1,7
5min,2,642,18,acc_mean,8
5min,2,642,18,sex,9
5min,2,642,18,temp_q1,10
5min,2,642,18,temp_q3,11
5min,2,642,18,temp_mean,12
5min,2,642,18,eda_cat,13
5min,2,642,18,temp_q2,14
5min,2,890,29,hourofday,1
5min,2,890,29,acc_sd,2
5min,2,890,29,age,3
5min,2,890,29,temp_sd,4
5min,2,890,29,acc_q1,5
5min,2,890,29,acc_q3,6
5min,2,890,29,acc_q2,7
5min,2,890,29,acc_mean,8
5min,2,890,29,temp_q1,9
5min,2,890,29,temp_q3,10
5min,2,890,29,sex,11
5min,2,890,29,eda_cat,12
5min,2,890,29,temp_mean,13
5min,2,890,29,temp_q2,14
5min,2,9818,29,hourofday,1
5min,2,9818,29,acc_sd,2
5min,2,9818,29,temp_sd,3
5min,2,9818,29,age,4
5min,2,9818,29,acc_q1,5
5min,2,9818,29,acc_q3,6
5min,2,9818,29,acc_q2,7
5min,2,9818,29,acc_mean,8
5min,2,9818,29,sex,9
5min,2,9818,29,eda_cat,10
5min,2,9818,29,temp_q3,11
5min,2,9818,29,temp_q1,12
5min,2,9818,29,temp_mean,13
5min,2,9818,29,temp_q2,14
5min,2,7,29,hourofday,1
5min,2,7,29,acc_sd,2
5min,2,7,29,temp_sd,3
5min,2,7,29,age,4
5min,2,7,29,acc_q1,5
5min,2,7,29,acc_q3,6
5min,2,7,29,acc_q2,7
5min,2,7,29,acc_mean,8
5min,2,7,29,temp_q1,9
5min,2,7,29,sex,10
5min,2,7,29,temp_q3,11
5min,2,7,29,eda_cat,12
5min,2,7,29,temp_mean,13
5min,2,7,29,temp_q2,14
5min,2,155,29,hourofday,1
5min,2,155,29,acc_sd,2
5min,2,155,29,temp_sd,3
5min,2,155,29,age,4
5min,2,155,29,acc_q3,5
5min,2,155,29,acc_q1,6
5min,2,155,29,acc_q2,7
5min,2,155,29,acc_mean,8
5min,2,155,29,sex,9
5min,2,155,29,temp_q1,10
5min,2,155,29,temp_q3,11
5min,2,155,29,temp_mean,12
5min,2,155,29,temp_q2,13
5min,2,155,29,eda_cat,14
5min,2,642,29,hourofday,1
5min,2,642,29,acc_sd,2
5min,2,642,29,temp_sd,3
5min,2,642,29,age,4
5min,2,642,29,acc_q1,5
5min,2,642,29,acc_q2,6
5min,2,642,29,acc_q3,7
5min,2,642,29,acc_mean,8
5min,2,642,29,sex,9
5min,2,642,29,temp_q3,10
5min,2,642,29,temp_q1,11
5min,2,642,29,eda_cat,12
5min,2,642,29,temp_q2,13
5min,2,642,29,temp_mean,14
5min,2,890,1349,hourofday,1
5min,2,890,1349,acc_sd,2
5min,2,890,1349,temp_sd,3
5min,2,890,1349,age,4
5min,2,890,1349,acc_q1,5
5min,2,890,1349,acc_q3,6
5min,2,890,1349,acc_q2,7
5min,2,890,1349,acc_mean,8
5min,2,890,1349,temp_q3,9
5min,2,890,1349,temp_q1,10
5min,2,890,1349,sex,11
5min,2,890,1349,temp_q2,12
5min,2,890,1349,eda_cat,13
5min,2,890,1349,temp_mean,14
5min,2,9818,1349,hourofday,1
5min,2,9818,1349,acc_sd,2
5min,2,9818,1349,temp_sd,3
5min,2,9818,1349,age,4
5min,2,9818,1349,acc_q1,5
5min,2,9818,1349,acc_q3,6
5min,2,9818,1349,acc_q2,7
5min,2,9818,1349,sex,8
5min,2,9818,1349,acc_mean,9
5min,2,9818,1349,eda_cat,10
5min,2,9818,1349,temp_q3,11
5min,2,9818,1349,temp_q1,12
5min,2,9818,1349,temp_mean,13
5min,2,9818,1349,temp_q2,14
5min,2,7,1349,hourofday,1
5min,2,7,1349,acc_sd,2
5min,2,7,1349,age,3
5min,2,7,1349,temp_sd,4
5min,2,7,1349,acc_q3,5
5min,2,7,1349,acc_q2,6
5min,2,7,1349,acc_mean,7
5min,2,7,1349,acc_q1,8
5min,2,7,1349,eda_cat,9
5min,2,7,1349,sex,10
5min,2,7,1349,temp_q3,11
5min,2,7,1349,temp_q1,12
5min,2,7,1349,temp_q2,13
5min,2,7,1349,temp_mean,14
5min,2,155,1349,hourofday,1
5min,2,155,1349,acc_sd,2
5min,2,155,1349,temp_sd,3
5min,2,155,1349,age,4
5min,2,155,1349,acc_q1,5
5min,2,155,1349,acc_q3,6
5min,2,155,1349,acc_q2,7
5min,2,155,1349,acc_mean,8
5min,2,155,1349,sex,9
5min,2,155,1349,temp_q1,10
5min,2,155,1349,temp_q3,11
5min,2,155,1349,temp_mean,12
5min,2,155,1349,temp_q2,13
5min,2,155,1349,eda_cat,14
5min,2,642,1349,hourofday,1
5min,2,642,1349,acc_sd,2
5min,2,642,1349,temp_sd,3
5min,2,642,1349,age,4
5min,2,642,1349,acc_q3,5
5min,2,642,1349,acc_q2,6
5min,2,642,1349,acc_q1,7
5min,2,642,1349,acc_mean,8
5min,2,642,1349,sex,9
5min,2,642,1349,eda_cat,10
5min,2,642,1349,temp_q3,11
5min,2,642,1349,temp_q1,12
5min,2,642,1349,temp_mean,13
5min,2,642,1349,temp_q2,14
5min,2,890,246,hourofday,1
5min,2,890,246,acc_sd,2
5min,2,890,246,temp_sd,3
5min,2,890,246,age,4
5min,2,890,246,acc_q1,5
5min,2,890,246,acc_q3,6
5min,2,890,246,acc_q2,7
5min,2,890,246,acc_mean,8
5min,2,890,246,sex,9
5min,2,890,246,temp_q3,10
5min,2,890,246,temp_q1,11
5min,2,890,246,eda_cat,12
5min,2,890,246,temp_mean,13
5min,2,890,246,temp_q2,14
5min,2,9818,246,hourofday,1
5min,2,9818,246,acc_sd,2
5min,2,9818,246,temp_sd,3
5min,2,9818,246,acc_q3,4
5min,2,9818,246,age,5
5min,2,9818,246,acc_q1,6
5min,2,9818,246,acc_q2,7
5min,2,9818,246,acc_mean,8
5min,2,9818,246,sex,9
5min,2,9818,246,eda_cat,10
5min,2,9818,246,temp_q3,11
5min,2,9818,246,temp_q1,12
5min,2,9818,246,temp_q2,13
5min,2,9818,246,temp_mean,14
5min,2,7,246,hourofday,1
5min,2,7,246,acc_sd,2
5min,2,7,246,temp_sd,3
5min,2,7,246,age,4
5min,2,7,246,acc_q3,5
5min,2,7,246,acc_mean,6
5min,2,7,246,acc_q2,7
5min,2,7,246,acc_q1,8
5min,2,7,246,sex,9
5min,2,7,246,eda_cat,10
5min,2,7,246,temp_q3,11
5min,2,7,246,temp_q1,12
5min,2,7,246,temp_mean,13
5min,2,7,246,temp_q2,14
5min,2,155,246,hourofday,1
5min,2,155,246,acc_sd,2
5min,2,155,246,temp_sd,3
5min,2,155,246,age,4
5min,2,155,246,acc_q3,5
5min,2,155,246,acc_q1,6
5min,2,155,246,acc_q2,7
5min,2,155,246,acc_mean,8
5min,2,155,246,sex,9
5min,2,155,246,temp_q1,10
5min,2,155,246,temp_q3,11
5min,2,155,246,temp_q2,12
5min,2,155,246,temp_mean,13
5min,2,155,246,eda_cat,14
5min,2,642,246,hourofday,1
5min,2,642,246,acc_sd,2
5min,2,642,246,temp_sd,3
5min,2,642,246,age,4
5min,2,642,246,acc_q3,5
5min,2,642,246,acc_q1,6
5min,2,642,246,acc_q2,7
5min,2,642,246,acc_mean,8
5min,2,642,246,sex,9
5min,2,642,246,temp_q1,10
5min,2,642,246,temp_q3,11
5min,2,642,246,eda_cat,12
5min,2,642,246,temp_q2,13
5min,2,642,246,temp_mean,14
5min,2,890,904,hourofday,1
5min,2,890,904,acc_sd,2
5min,2,890,904,temp_sd,3
5min,2,890,904,age,4
5min,2,890,904,acc_q1,5
5min,2,890,904,acc_q3,6
5min,2,890,904,acc_q2,7
5min,2,890,904,acc_mean,8
5min,2,890,904,temp_q3,9
5min,2,890,904,temp_q1,10
5min,2,890,904,sex,11
5min,2,890,904,eda_cat,12
5min,2,890,904,temp_q2,13
5min,2,890,904,temp_mean,14
5min,2,9818,904,hourofday,1
5min,2,9818,904,acc_sd,2
5min,2,9818,904,temp_sd,3
5min,2,9818,904,age,4
5min,2,9818,904,acc_q3,5
5min,2,9818,904,acc_q1,6
5min,2,9818,904,acc_q2,7
5min,2,9818,904,acc_mean,8
5min,2,9818,904,eda_cat,9
5min,2,9818,904,sex,10
5min,2,9818,904,temp_q3,11
5min,2,9818,904,temp_q1,12
5min,2,9818,904,temp_mean,13
5min,2,9818,904,temp_q2,14
5min,2,7,904,hourofday,1
5min,2,7,904,acc_sd,2
5min,2,7,904,temp_sd,3
5min,2,7,904,age,4
5min,2,7,904,acc_q1,5
5min,2,7,904,acc_q3,6
5min,2,7,904,acc_q2,7
5min,2,7,904,acc_mean,8
5min,2,7,904,sex,9
5min,2,7,904,eda_cat,10
5min,2,7,904,temp_q1,11
5min,2,7,904,temp_q3,12
5min,2,7,904,temp_mean,13
5min,2,7,904,temp_q2,14
5min,2,155,904,hourofday,1
5min,2,155,904,acc_sd,2
5min,2,155,904,temp_sd,3
5min,2,155,904,age,4
5min,2,155,904,acc_q1,5
5min,2,155,904,acc_q3,6
5min,2,155,904,acc_q2,7
5min,2,155,904,acc_mean,8
5min,2,155,904,sex,9
5min,2,155,904,temp_q1,10
5min,2,155,904,temp_q3,11
5min,2,155,904,temp_q2,12
5min,2,155,904,temp_mean,13
5min,2,155,904,eda_cat,14
5min,2,642,904,hourofday,1
5min,2,642,904,acc_sd,2
5min,2,642,904,temp_sd,3
5min,2,642,904,age,4
5min,2,642,904,acc_q2,5
5min,2,642,904,acc_q3,6
5min,2,642,904,acc_q1,7
5min,2,642,904,acc_mean,8
5min,2,642,904,sex,9
5min,2,642,904,temp_q3,10
5min,2,642,904,eda_cat,11
5min,2,642,904,temp_mean,12
5min,2,642,904,temp_q1,13
5min,2,642,904,temp_q2,14
